Product_id,Discounted price,Actual price,Discount %,Rating,Rating count,User id,savings,total revenue,top rating products,top  20  products  by revenue,
B07JW9H4J71,"$1,434.00","$3,999.00",64%,4.00,32,AFKENW6K3CFMTD3EGXQCUGK5XWWA,"$2,565.00","$45,888.00",high rated,,
B07JW9H4J709,"$1,409.00","$2,199.00",36%,3.90,427,AFAVAR36WZOZ3TA3WC3KI2OKYJ2Q,$790.00,"$601,643.00",need_improvement,,
B07JW9H4J698,"$1,399.00","$2,499.00",44%,4.40,"23,169",AFYPWMPR6XXQPAOLMGPWOW6HULQA,"$1,100.00","$32,413,431.00",high rated,,
B07JW9H4J699,"$1,399.00","$1,630.00",14%,4.00,"9,378",AH3XZBFRJ3T2YATYJK2CNTCARCCQ,$231.00,"$13,119,822.00",high rated,,
B07JW9H4J70,"$1,399.00","$5,999.00",77%,3.30,"4,415",AHLPMR4VVPOQ2YOHBFOZ55D7OUVQ,"$4,600.00","$6,176,585.00",need_improvement,,
B07JW9H4J700,"$1,399.00","$1,630.00",14%,4.00,"9,378",AHB4AEOCLEVH2JSTXPU737KTXS4Q,$231.00,"$13,119,822.00",high rated,,
B07JW9H4J701,"$1,399.00","$2,990.00",53%,4.10,"97,175",AEH4535UEBGBK4WIFIR5RHBM7AQA,"$1,591.00","$135,947,825.00",high rated,,
B07JW9H4J703,"$1,399.00","$2,498.00",44%,4.20,"33,717",AFQLURVIOJ7LVLKNHB76BZJ5KCZQ,"$1,099.00","$47,170,083.00",high rated,,
B07JW9H4J704,"$1,399.00","$5,499.00",75%,3.90,"9,504",AFW5XNPYWYUD54B4GHGBC7JTMYHQ,"$4,100.00","$13,296,096.00",need_improvement,,
B07JW9H4J705,"$1,399.00","$2,490.00",44%,4.30,"11,074",AHRVVXFPTDB3B4XEYTEX3C4ZF2PA,"$1,091.00","$15,492,526.00",high rated,,
B07JW9H4J706,"$1,399.00","$2,990.00",53%,4.10,"97,174",AGDWMV5ZAHCSPG6IMWYOTBTOB6XQ,"$1,591.00","$135,946,426.00",high rated,,
B07JW9H4J707,"$1,399.00","$2,999.00",53%,4.30,"3,530",AFQAXRM4XEA72PNIMWCW2F53ISWA,"$1,600.00","$4,938,470.00",high rated,,
B07JW9H4J708,"$1,399.00","$1,549.00",10%,3.90,"2,602",AHF45IU3KZ4H47ZP3F7CZE7MHYNQ,$150.00,"$3,640,198.00",need_improvement,,
B07JW9H4J697,"$1,369.00","$2,999.00",54%,3.30,227,AHECNVXSW6REC5TOGBH6OJXIBL4A,"$1,630.00","$310,763.00",need_improvement,,
B07JW9H4J696,"$1,349.00","$2,198.00",39%,4.00,"7,113",AE42ODBABKBHKRL2PW5XSBEB2IWQ,$849.00,"$9,595,437.00",high rated,,
B07JW9H4J695,"$1,345.00","$2,295.00",41%,4.20,"17,413",AESS4FF6GYJRGBSKKQTONA6UA34A,$950.00,"$23,420,485.00",high rated,,
B07JW9H4J694,"$1,329.00","$2,900.00",54%,4.50,"19,624",AHHCE7SDKWRKQDLFXF2YNMGODDRA,"$1,571.00","$26,080,296.00",high rated,,
B07JW9H4J693,"$1,321.00","$1,545.00",14%,4.30,"15,453",AEP43IVDSJR5UREBLL53W5AJKZTQ,$224.00,"$20,413,413.00",high rated,,
B07JW9H4J682,"$1,299.00","$1,999.00",35%,3.60,590,AG7TJLDLH3HOUPRBUFW6KNUEGO4A,$700.00,"$766,410.00",need_improvement,,
B07JW9H4J683,"$1,299.00","$1,999.00",35%,4.40,"7,318",AE27UOZENYSWCQVQRRUQIV2ZM7VA,$700.00,"$9,506,082.00",high rated,,
B07JW9H4J684,"$1,299.00","$2,499.00",48%,4.30,301,AGYPVBWZGS5N6B4LBSHETPVHMKUQ,"$1,200.00","$390,999.00",high rated,,
B07JW9H4J686,"$1,299.00","$5,999.00",78%,3.30,"4,415",AES4PVTQ4WEANJ2E2HOJNVVBGQNQ,"$4,700.00","$5,735,085.00",need_improvement,,
B07JW9H4J687,"$1,299.00","$5,999.00",78%,3.30,"4,415",AE6DY6YWTSSE3XNHDXZDGQM2JL2Q,"$4,700.00","$5,735,085.00",need_improvement,,
B07JW9H4J688,"$1,299.00","$3,000.00",57%,4.30,"23,022",AFMYEBPS6GDJSJNW3W2LA22EGVZA,"$1,701.00","$29,905,578.00",high rated,,
B07JW9H4J689,"$1,299.00","$3,499.00",63%,3.90,"12,452",AFLGIDPC5GTJ4ET22CVZHSHBYCJA,"$2,200.00","$16,175,148.00",need_improvement,,
B07JW9H4J69,"$1,299.00","$1,599.00",19%,4.30,"27,223",AGTBYZOGBXCBMYG2AN7LT4WYRZRQ,$300.00,"$35,362,677.00",high rated,,
B07JW9H4J690,"$1,299.00","$2,999.00",57%,3.80,"14,629",AF7IXQKBUL6NEIQG4R53LMJJUGXQ,"$1,700.00","$19,003,071.00",need_improvement,,
B07JW9H4J691,"$1,299.00","$3,500.00",63%,3.80,"44,050",AEYYS445R5U3OMTCXTPFPPYIOC3A,"$2,201.00","$57,220,950.00",need_improvement,,
B07JW9H4J692,"$1,299.00","$1,299.00",0%,4.20,"40,106",AFA27PWZ7R6SHPUK6YI3LUPVQAXA,$0.00,"$52,097,694.00",high rated,,
B07JW9H4J68,"$1,295.00","$1,295.00",0%,4.50,"5,760",AEXY2DXZGQDEPR5TBDGEHYB5BFQQ,$0.00,"$7,459,200.00",high rated,,
B07JW9H4J680,"$1,295.00","$1,795.00",28%,4.10,"25,771",AGI3LMXQXP4MEFM4NDQTJTXXQBVQ,$500.00,"$33,373,445.00",high rated,,
B07JW9H4J681,"$1,295.00","$1,645.00",21%,4.60,"12,375",AG6W5HESRSDLBX3NCYOOUGFOWERA,$350.00,"$16,025,625.00",high rated,,
B07JW9H4J679,"$1,290.00","$2,500.00",48%,4.00,"6,530",AGHT3K4KSG5MAQUSXRDT5VNB73GA,"$1,210.00","$8,423,700.00",high rated,,
B07JW9H4J677,"$1,289.00","$2,499.00",48%,3.30,73,AFLMOZFV4PMKSM3JHJ7ITUT6OVBA,"$1,210.00","$94,097.00",need_improvement,,
B07JW9H4J678,"$1,289.00","$1,499.00",14%,4.50,"20,668",AGV6QTOYJLPJ64XHY7VR6NKFKHVA,$210.00,"$26,641,052.00",high rated,,
B07JW9H4J676,"$1,260.00","$1,699.00",26%,4.20,"2,891",AHC7U7MTAN2Y2T6X2G43SWSQHETQ,$439.00,"$3,642,660.00",high rated,,
B07JW9H4J674,"$1,249.00","$2,299.00",46%,4.30,"7,636",AGJUSTWREQRCTY3KJHDL6I2MZDTA,"$1,050.00","$9,537,364.00",high rated,,
B07JW9H4J675,"$1,249.00","$2,796.00",55%,4.40,"4,598",AHYKYPQWG6D57RWV5BGGMKG6D6WA,"$1,547.00","$5,742,902.00",high rated,,
B07JW9H4J673,"$1,234.00","$1,599.00",23%,4.50,"16,680",AFMYG55DVSCMWPRUIPSASBB62VCQ,$365.00,"$20,583,120.00",high rated,,
B07JW9H4J672,"$1,219.00","$1,699.00",28%,4.40,"8,891",AFAKLGJPBTX3EWCXJWB6TF4LJOXQ,$480.00,"$10,838,129.00",high rated,,
B07JW9H4J659,"$1,199.00","$4,999.00",76%,3.80,"14,961",AHRVMPX2FGGIB5LCJFVMAHO7JEHA,"$3,800.00","$17,938,239.00",need_improvement,,
B07JW9H4J660,"$1,199.00","$3,490.00",66%,4.10,"11,716",AEAHQT2GADXG7O5HE362SSWYG5TQ,"$2,291.00","$14,047,484.00",high rated,,
B07JW9H4J661,"$1,199.00","$2,499.00",52%,4.00,"33,584",AG5AXAJDBTPTEASP2CGYURERHSQQ,"$1,300.00","$40,267,216.00",high rated,,
B07JW9H4J662,"$1,199.00","$5,999.00",80%,3.90,"47,521",AEB6ZUPDFZXQWXHE72JVVSO4ZFGA,"$4,800.00","$56,977,679.00",need_improvement,,
B07JW9H4J663,"$1,199.00","$7,999.00",85%,3.60,"25,910",AFIIPGUQPWYMXSWDC6UMMV2GNLFA,"$6,800.00","$31,066,090.00",need_improvement,,
B07JW9H4J664,"$1,199.00","$2,199.00",45%,4.40,"24,780",AHO6AWGPNKTSTMNPWGZB4WHA2U2Q,"$1,000.00","$29,711,220.00",high rated,,
B07JW9H4J665,"$1,199.00","$2,999.00",60%,4.10,"10,725",AFA6NJKGCITRFOYKD2FMBD44UBPA,"$1,800.00","$12,859,275.00",high rated,,
B07JW9H4J667,"$1,199.00","$5,499.00",78%,3.80,"2,043",AGP7FT53TVZYTLYSU63C77AMNKRA,"$4,300.00","$2,449,557.00",need_improvement,,
B07JW9H4J668,"$1,199.00","$1,999.00",40%,4.50,"22,420",AFQS7QOVM7KTUWEZSVZH4XTGNAYA,$800.00,"$26,881,580.00",high rated,,
B07JW9H4J669,"$1,199.00","$3,990.00",70%,4.20,"2,908",AGXLM7AXU7V4W4OQ3VSKDHE5D3JQ,"$2,791.00","$3,486,692.00",high rated,,
B07JW9H4J67,"$1,199.00","$1,695.00",29%,3.60,"13,300",AFUIW75M2VCMJ2RAD5HFEUHXCRKA,$496.00,"$15,946,700.00",need_improvement,,
B07JW9H4J670,"$1,199.00","$2,000.00",40%,4.00,"18,543",AFCLVEPUPFSZU5KJMDBYKGARGQBQ,$801.00,"$22,233,057.00",high rated,,
B07JW9H4J671,"$1,199.00","$2,000.00",40%,4.00,"14,030",AH6P2FS36YMFXR6BCZY4QI3A5EGQ,$801.00,"$16,821,970.00",high rated,,
B07JW9H4J658,"$1,187.00","$1,929.00",38%,4.10,"1,662",AHKAX2IH662IVTVKNQJC356T3D6Q,$742.00,"$1,972,794.00",high rated,,
B07JW9H4J655,"$1,149.00","$1,499.00",23%,4.10,"10,443",AHA6L5K5EK56VNJQCX6ELQD6IIOA,$350.00,"$11,999,007.00",high rated,,
B07JW9H4J656,"$1,149.00","$1,800.00",36%,4.30,"4,723",AETUVXSYNBLCDT2ZXECIXNWDVCEQ,$651.00,"$5,426,727.00",high rated,,
B07JW9H4J654,"$1,109.00","$2,800.00",60%,4.30,"53,464",AE5D3EMPETKIA4VU4SZU5UIHXKQA,"$1,691.00","$59,291,576.00",high rated,,
B07JW9H4J65,"$1,099.00","$1,899.00",42%,4.50,"22,420",AGLZUIR2UEQJFHZ6KGUGFYPYINNQ,$800.00,"$24,639,580.00",high rated,,
B07JW9H4J650,"$1,099.00","$5,999.00",82%,3.50,"12,966",AFL4CXIRQT4PT764WYAH2OT3TSBQ,"$4,900.00","$14,249,634.00",need_improvement,,
B07JW9H4J651,"$1,099.00","$1,499.00",27%,4.20,"2,375",AGZRM2RWS4THP5KLEQGH6NRPQTDA,$400.00,"$2,610,125.00",high rated,,
B07JW9H4J652,"$1,099.00","$2,400.00",54%,3.80,4,AH2PWK54MG3S6EOHGLGP3LTQJOAQ,"$1,301.00","$4,396.00",need_improvement,,
B07JW9H4J653,"$1,099.00","$1,999.00",45%,4.00,604,AFIW2LGGEMKYVUE6UG2YLJ73QOLA,$900.00,"$663,796.00",high rated,,
B07JW9H4J649,"$1,089.00","$1,600.00",32%,4.00,"3,565",AHXJZSVEOLZI5RBMJNOHPVSA2DNA,$511.00,"$3,882,285.00",high rated,,
B07JW9H4J648,"$1,075.00","$1,699.00",37%,4.40,"7,462",AFUWV4HNHDWYGFGEHEMCKPR7HPBA,$624.00,"$8,021,650.00",high rated,,
B07JW9H4J647,"$1,055.00","$1,249.00",16%,3.80,"2,352",AFMALPNH6MGGBFCSBABKO6HN2KKA,$194.00,"$2,481,360.00",need_improvement,,
B07JW9H4J646,"$1,049.00","$2,299.00",54%,3.90,"1,779",AE3S2ZAEMH765KUJ57DR6HBZBB3Q,"$1,250.00","$1,866,171.00",need_improvement,,
B07JW9H4J645,"$1,043.00","$1,345.00",22%,3.80,"15,592",AGC3Z3473ZVXYFMWYSAUE2T7V3MA,$302.00,"$16,262,456.00",need_improvement,,
B07JW9H4J627,$999.00,"$2,399.00",58%,4.60,"3,664",AFHDJKCENRGUUZD2EYH6VDCJO5SA,"$1,400.00","$3,660,336.00",high rated,,
B07JW9H4J628,$999.00,"$2,100.00",52%,4.50,"5,492",AHWC76VEMF5NNLUBQCANCBHLBRNQ,"$1,101.00","$5,486,508.00",high rated,,
B07JW9H4J629,$999.00,"$1,699.00",41%,4.40,"7,318",AGIZGHZQQHZLE5L3CHVG7RHBP32Q,$700.00,"$7,310,682.00",high rated,,
B07JW9H4J63,$999.00,"$1,599.00",38%,4.00,"7,222",AGBB4DAVTI36DUQN2NLQNXJLG37Q,$600.00,"$7,214,778.00",high rated,,
B07JW9H4J630,$999.00,"$1,599.00",38%,4.00,"7,222",AETHN2CGVNPVX5Y6SAWO6IO7QOEA,$600.00,"$7,214,778.00",high rated,,
B07JW9H4J631,$999.00,"$2,899.00",66%,4.60,"26,603",AGKMK57A4J54JG5OUHPMVGGPVUKQ,"$1,900.00","$26,576,397.00",high rated,,
B07JW9H4J632,$999.00,"$1,999.00",50%,4.30,"1,777",AGARJN3VAP4E6PQYIF74CDF3W6GA,"$1,000.00","$1,775,223.00",high rated,,
B07JW9H4J633,$999.00,"$2,899.00",66%,4.70,"7,779",AGT57G75IGN5AEBU77WPGOUYZMVA,"$1,900.00","$7,771,221.00",high rated,,
B07JW9H4J634,$999.00,"$2,899.00",66%,4.60,"6,129",AH3MVZYHGOVNKO5T5EWVT4HK6M7A,"$1,900.00","$6,122,871.00",high rated,,
B07JW9H4J635,$999.00,"$4,499.00",78%,3.80,"3,390",AHGSRT7WNHURSXA5J47RZCOKGWBA,"$3,500.00","$3,386,610.00",need_improvement,,
B07JW9H4J636,$999.00,"$2,499.00",60%,4.30,"1,690",AGEWFIJDNQ73TIDHQIEMY6PTF7SQ,"$1,500.00","$1,688,310.00",high rated,,
B07JW9H4J638,$999.00,"$1,999.00",50%,4.20,"27,441",AHFKBN3ZZECQJAP2WEVEDSPH67CQ,"$1,000.00","$27,413,559.00",high rated,,
B07JW9H4J639,$999.00,"$2,490.00",60%,4.10,"18,331",AET6ITYPXTZDZO5QV36VRCTRCTVQ,"$1,491.00","$18,312,669.00",high rated,,
B07JW9H4J64,$999.00,"$1,599.00",38%,4.30,"12,093",AEPRNLSE43UGWKAMTLIKPM2LEAMQ,$600.00,"$12,080,907.00",high rated,,
B07JW9H4J641,$999.00,"$4,199.00",76%,3.50,"1,913",AHHRHRPMQ3O5NZ3NJEFYSDPS7XHA,"$3,200.00","$1,911,087.00",need_improvement,,
B07JW9H4J643,$999.00,"$1,995.00",50%,4.50,"7,317",AGP5YURZQ6W2GKYILORIGKB3NDUQ,$996.00,"$7,309,683.00",high rated,,
B07JW9H4J644,$999.00,"$2,000.00",50%,3.80,"1,163",AGATYIKGAWO26SQJ7K7TDN2LFUSQ,"$1,001.00","$1,161,837.00",need_improvement,,
B07JW9H4J622,$970.00,"$1,799.00",46%,4.50,815,AHUXD3GCY22BRMQLWN5ZEB3TGGAA,$829.00,"$790,550.00",high rated,,
B07JW9H4J623,$970.00,"$1,999.00",51%,4.40,184,AEU6MYQDUVKLBHRXLKVRUIEWLX6Q,"$1,029.00","$178,480.00",high rated,,
B07JW9H4J624,$970.00,"$1,799.00",46%,4.50,815,AFVTO4K2IG5AYWZPOAEA2QGPZZ4A,$829.00,"$790,550.00",high rated,,
B07JW9H4J625,$970.00,"$1,999.00",51%,4.40,184,AFY43URPP4H2YAU54BXZXHAA4PFA,"$1,029.00","$178,480.00",high rated,,
B07JW9H4J626,$970.00,"$1,999.00",51%,4.20,462,AGMCZ2KDUK34T3TUMG3JCFV7FOTA,"$1,029.00","$448,140.00",high rated,,
B07JW9H4J621,$959.00,"$1,800.00",47%,4.40,"67,259",AGWQCZIF4W7MPCFGEWBBYGVWS22Q,$841.00,"$64,501,381.00",high rated,,
B07JW9H4J618,$949.00,"$1,999.00",53%,4.40,"13,552",AHSO2WSPV5UTH5J2K6MN5IZAIOGA,"$1,050.00","$12,860,848.00",high rated,,
B07JW9H4J619,$949.00,"$1,999.00",53%,4.40,"13,552",AHGRRV5SETS34URXKM5JR365ZGKA,"$1,050.00","$12,860,848.00",high rated,,
B07JW9H4J62,$949.00,$999.00,5%,4.20,"31,539",AFXRH6SHIJIG475VOAVT4QPDJHIQ,$50.00,"$29,930,511.00",high rated,,
B07JW9H4J620,$949.00,"$2,000.00",53%,3.90,"14,969",AE42EZDBUFSJZGL66F275G54PSUA,"$1,051.00","$14,205,581.00",need_improvement,,
B07JW9H4J617,$917.00,"$2,299.00",60%,4.20,"3,300",AH2OARRWRYKQNYKCWGQKO3NOINQQ,"$1,382.00","$3,026,100.00",high rated,,
B07JW9H4J616,$900.00,"$2,499.00",64%,4.00,"36,384",AGDKUP57RD2RF2PYRHJ4HC2WB6CA,"$1,599.00","$32,745,600.00",high rated,,
B07JW9H4J608,$899.00,"$1,900.00",53%,4.40,"13,552",AFJXIJRSFMMNTYMOGJK7EE5XNRAA,"$1,001.00","$12,183,248.00",high rated,,
B07JW9H4J609,$899.00,"$3,499.00",74%,3.00,681,AGZRJIMJCQUUHZG34JSIL5PSXGTA,"$2,600.00","$612,219.00",need_improvement,,
B07JW9H4J61,$899.00,"$1,999.00",55%,4.10,"30,469",AHMOBOPW4OAANJ3VXXWX2QGJA6NA,"$1,100.00","$27,391,631.00",high rated,,
B07JW9H4J610,$899.00,"$1,499.00",40%,4.20,"23,174",AEB475WQGOIS7R5P667OS3Y4YYSQ,$600.00,"$20,833,426.00",high rated,,
B07JW9H4J611,$899.00,"$1,900.00",53%,4.40,"13,552",AHA3JEZZDQPHSAYB2HWK5HNPXHIA,"$1,001.00","$12,183,248.00",high rated,,
B07JW9H4J612,$899.00,"$1,800.00",50%,4.10,"22,375",AEU7DVFEL43XZ6T4D572W2ZLBRKQ,$901.00,"$20,115,125.00",high rated,,
B07JW9H4J613,$899.00,"$1,199.00",25%,3.80,"10,751",AEVL6TZWDKICBU5K36HGBG65WXKQ,$300.00,"$9,665,149.00",need_improvement,,
B07JW9H4J614,$899.00,"$1,999.00",55%,4.40,"1,667",AGHNV56OVDCREEB45JCJLBST7XDA,"$1,100.00","$1,498,633.00",high rated,,
B07JW9H4J615,$899.00,"$2,000.00",55%,3.60,291,AHWEG7FHG5CEE2TMD524HYGNU32Q,"$1,101.00","$261,609.00",need_improvement,,
B07JW9H4J607,$893.00,"$1,052.00",15%,4.30,106,AGAPGK7QBUJDHYEHVEZIJSSU6RXQ,$159.00,"$94,658.00",high rated,,
B07JW9H4J605,$889.00,"$2,500.00",64%,4.30,"55,747",AEF5YBIELXGHKIQUBYBHTEPHHAHA,"$1,611.00","$49,559,083.00",high rated,,
B07JW9H4J606,$889.00,"$1,999.00",56%,4.20,"2,284",AEG4VIVKNFDYAV2FCBSOHWCVZSVQ,"$1,110.00","$2,030,476.00",high rated,,
B07JW9H4J604,$879.00,"$1,109.00",21%,4.40,"31,599",AG43Z7WV62ULSGSI3JHOKCZZRSLQ,$230.00,"$27,775,521.00",high rated,,
B07JW9H4J603,$873.00,"$1,699.00",49%,4.40,"1,680",AG4KZO4DB3TYVVMBWPWMMJGD4ZYQ,$826.00,"$1,466,640.00",high rated,,
B07JW9H4J597,$849.00,"$1,809.00",53%,4.30,"6,547",AFQW4AC4GLYGQC4MXQWMGJM2FWRA,$960.00,"$5,558,403.00",high rated,,
B07JW9H4J598,$849.00,$999.00,15%,4.10,"6,736",AHKMDJ4Y4EBQDNX6WV4U6DCESQXQ,$150.00,"$5,718,864.00",high rated,,
B07JW9H4J60,$849.00,"$4,999.00",83%,4.00,"20,457",AG23N2Z5CVKFJZ6ZLIYU4NQTDKFA,"$4,150.00","$17,367,993.00",high rated,,
B07JW9H4J601,$849.00,"$1,499.00",43%,4.00,"7,352",AFIW7SS6JYD246VDPFCNSS45PH7A,$650.00,"$6,241,848.00",high rated,,
B07JW9H4J602,$849.00,"$2,490.00",66%,4.20,"91,188",AEJKHGA26MUVUZIYWZOW4B6I4X7Q,"$1,641.00","$77,418,612.00",high rated,,
B07JW9H4J595,$848.99,"$1,490.00",43%,3.90,356,AH34W5DLRK5DLTLP73YKFLTTKWAQ,$641.01,"$302,240.44",need_improvement,,
B07JW9H4J594,$828.00,$861.00,4%,4.20,"4,567",AFXZNVON4LZKKL23DAL7IPT5ZJUA,$33.00,"$3,781,476.00",high rated,,
B07JW9H4J593,$809.00,"$1,545.00",48%,3.70,976,AFS2KZ7HYC7JUO5JOGPAQY2IKNGA,$736.00,"$789,584.00",need_improvement,,
B07JW9H4J578,$799.00,"$2,100.00",62%,4.30,"8,188",AF42EMTPEJAL4LNEPPX77TN77UHA,"$1,301.00","$6,542,212.00",high rated,,
B07JW9H4J579,$799.00,"$1,700.00",53%,4.10,"28,638",AFYQPTD6YGHPLNTGAOUBK6JTRVTA,$901.00,"$22,881,762.00",high rated,,
B07JW9H4J58,$799.00,"$1,999.00",60%,3.30,576,AGNQUDW2ISLRVQVYA7AJNMFTZYAA,"$1,200.00","$460,224.00",need_improvement,,
B07JW9H4J580,$799.00,"$1,999.00",60%,4.20,"8,583",AHQCV7O3JOMFFMD7EGIZ2NGSU6JQ,"$1,200.00","$6,857,817.00",high rated,,
B07JW9H4J581,$799.00,"$1,749.00",54%,4.10,"5,626",AHCVVEWW2RUKPIMC63N6LXF2DQJQ,$950.00,"$4,495,174.00",high rated,,
B07JW9H4J582,$799.00,"$3,990.00",80%,3.80,119,AEEF4HG4M3I4C27OWPX5SSBESB6Q,"$3,191.00","$95,081.00",need_improvement,,
B07JW9H4J583,$799.00,"$2,100.00",62%,4.30,"8,188",AFQ7SOVCXM34BZ7KEFEX7M4TPD7A,"$1,301.00","$6,542,212.00",high rated,,
B07JW9H4J584,$799.00,"$3,990.00",80%,4.30,"27,139",AEULM3CY4ND6RQZI7TE64I2BNOWQ,"$3,191.00","$21,684,061.00",high rated,,
B07JW9H4J587,$799.00,"$1,999.00",60%,3.80,"12,958",AEHIUDWIZIPJN662N7WZ2KXXOMBQ,"$1,200.00","$10,353,442.00",need_improvement,,
B07JW9H4J588,$799.00,"$1,295.00",38%,4.40,"34,852",AHWQQLE2M65U3ACAYST5FUV4UPVA,$496.00,"$27,846,748.00",high rated,,
B07JW9H4J59,$799.00,"$1,499.00",47%,4.10,"53,648",AE7D3RJLZB7FRIEHCAY6O2ATRJDQ,$700.00,"$42,864,752.00",high rated,,
B07JW9H4J590,$799.00,"$2,100.00",62%,4.30,"8,188",AEDOY7QSF22AYSFDSBF32NURIY3A,"$1,301.00","$6,542,212.00",high rated,,
B07JW9H4J591,$799.00,"$1,999.00",60%,3.70,418,AEKMKQMXK2FBIL6MRKHIPN56QJAQ,"$1,200.00","$333,982.00",need_improvement,,
B07JW9H4J577,$798.00,"$1,995.00",60%,4.00,"68,664",AEZTXYO6KQGB5TJF4C2QF4Q337ZQ,"$1,197.00","$54,793,872.00",high rated,,
B07JW9H4J576,$790.00,"$1,999.00",60%,3.00,103,AGPBZBEFPFL64PWRZX32JSZUHDMA,"$1,209.00","$81,370.00",need_improvement,,
B07JW9H4J575,$789.00,"$1,999.00",61%,4.20,"34,540",AEREO7C5GLYYYV6YXK7X4UCCQTJQ,"$1,210.00","$27,252,060.00",high rated,,
B07JW9H4J574,$775.00,$875.00,11%,4.20,"46,647",AHRTYUKNV36J2ZEK4CKJMQOK4S6Q,$100.00,"$36,151,425.00",high rated,,
B07JW9H4J573,$770.00,"$1,547.00",50%,4.30,"2,585",AHXNEJ47QV434CJ2CITRIYTIZFDQ,$777.00,"$1,990,450.00",high rated,,
B07JW9H4J568,$749.00,"$1,799.00",58%,4.00,"13,199",AFMIEGKNXXCMLWZFOBJ2D377PHVA,"$1,050.00","$9,886,051.00",high rated,,
B07JW9H4J569,$749.00,"$1,245.00",40%,3.90,"31,783",AGIHTJB62LSES5P47SG25CPSV4IQ,$496.00,"$23,805,467.00",need_improvement,,
B07JW9H4J570,$749.00,"$1,445.00",48%,3.90,"63,350",AFWRX7NJDJNWOBKAJFVHN5WRNBZQ,$696.00,"$47,449,150.00",need_improvement,,
B07JW9H4J571,$749.00,"$1,129.00",34%,4.00,"2,446",AGRAAUFFZVW3L5L4MV65HRI63NPA,$380.00,"$1,832,054.00",high rated,,
B07JW9H4J572,$749.00,"$1,299.00",42%,4.00,119,AEUTMRODCZ5QP6FRYACICHQHJGJA,$550.00,"$89,131.00",high rated,,
B07JW9H4J566,$745.00,$795.00,6%,4.00,"13,797",AFTJIOQOYRDJGI723DK74GWNDZ2A,$50.00,"$10,278,765.00",high rated,,
B07JW9H4J565,$729.00,"$1,650.00",56%,4.30,"82,356",AE6PYJAIQ4PNYJNVMWW6NOCP2SPA,$921.00,"$60,037,524.00",high rated,,
B07JW9H4J562,$719.00,"$1,499.00",52%,4.10,"1,045",AFJXTHVSM4WSXPKINO6S6L4OI5CA,$780.00,"$751,355.00",high rated,,
B07JW9H4J563,$719.00,"$1,499.00",52%,4.10,"1,045",AH6ATQVI2YBUXDHJEADXMVOBBT2Q,$780.00,"$751,355.00",high rated,,
B07JW9H4J564,$719.00,"$1,295.00",44%,4.20,"17,218",AG636YCW33ZTJ3O67MQZNNNAIJVQ,$576.00,"$12,379,742.00",high rated,,
B07JW9H4J561,$717.00,$761.00,6%,4.00,"7,199",AGHTZ6M45GWLTAEPAMM6IEH2BXOA,$44.00,"$5,161,683.00",high rated,,
B07JW9H4J554,$699.00,"$1,899.00",63%,4.40,390,AFIC3QEUDEWLWIHED5B64254Q5QA,"$1,200.00","$272,610.00",high rated,,
B07JW9H4J555,$699.00,"$1,199.00",42%,4.00,"14,404",AECKRXKG6P4WDPQMPD3XPO5ZZ5QA,$500.00,"$10,068,396.00",high rated,,
B07JW9H4J556,$699.00,$999.00,30%,3.50,"15,295",AE2QS54KQW357EMHTCIX34UBB2TA,$300.00,"$10,691,205.00",need_improvement,,
B07JW9H4J557,$699.00,$995.00,30%,4.50,"54,405",AHL435VQHZZXB545DXGLIZSACFOQ,$296.00,"$38,029,095.00",high rated,,
B07JW9H4J558,$699.00,"$1,490.00",53%,4.00,"5,736",AFGPSJTYN4E3AQJH23WKOKD2FZCA,$791.00,"$4,009,464.00",high rated,,
B07JW9H4J559,$699.00,"$1,299.00",46%,4.30,"6,183",AHBB6UBYHJ5FH2BUFQ2BCXHWQFJQ,$600.00,"$4,321,917.00",high rated,,
B07JW9H4J56,$699.00,"$1,199.00",42%,4.00,"14,403",AH3B5DMNZY5TWDFIRV76LBCK7BOA,$500.00,"$10,067,697.00",high rated,,
B07JW9H4J560,$699.00,"$1,595.00",56%,4.10,"8,090",AE4L3MBEACOHT7Y7GGWQ72DUJ6SA,$896.00,"$5,654,910.00",high rated,,
B07JW9H4J552,$689.00,"$1,500.00",54%,4.20,"42,301",AG2Q7FISK54KBSPHF7CNNGZ3GLNA,$811.00,"$29,145,389.00",high rated,,
B07JW9H4J553,$689.00,"$1,999.00",66%,4.30,"1,193",AGY65IJP7XREWO3GUDT46474CYKA,"$1,310.00","$821,977.00",high rated,,
B07JW9H4J551,$681.00,"$1,199.00",43%,4.20,"8,258",AFIZUD4UBB67LGWY6CVLRHKA75IA,$518.00,"$5,623,698.00",high rated,,
B07JW9H4J550,$678.00,"$1,499.00",55%,4.20,900,AGVONMMX6YJEEGSYPHCV2JQBJYSQ,$821.00,"$610,200.00",high rated,,
B07JW9H4J55,$657.00,$999.00,34%,4.30,"13,944",AGJPGWOXW4667QJXNDCLUWWVZTBA,$342.00,"$9,161,208.00",high rated,,
B07JW9H4J549,$656.00,"$1,499.00",56%,4.30,"25,903",AEWMPPA26KJIWQL2VJLXEGGYGXMA,$843.00,"$16,992,368.00",high rated,,
B07JW9H4J548,$655.00,"$1,099.00",40%,3.20,285,AHDZE7UM6PQPAOJPJJ57QUHGGTAA,$444.00,"$186,675.00",need_improvement,,
